MAIN_ID,RA,DEC,PMRA,PMDEC,MAG_V,MAG_U,MAG_USE
M032678,0 24 17.93052,-72 5 21.2496,0.313,-0.0551,17.357,18.174,17.53
M032688,0 24 6.876,-72 5 21.2352,-0.0631,-0.369,18.731,19.848,18.95
M032701,0 23 49.09992,-72 5 21.2208,0.388,0.424,18.3,19.084,18.49
M032704,0 24 11.39472,-72 5 21.2136,-0.273,0.335,19.005,20.23,19.22
M032708,0 23 48.47388,-72 5 21.21,0.0953,-1.44,18.839,19.934,19.1
M032712,0 24 8.73252,-72 5 21.2028,-1.13,0.67,16.919,18.545,17.24
M032726,0 24 12.31884,-72 5 21.1884,-2.22,0.553,19.164,20.692,19.54
M032742,0 24 12.0816,-72 5 21.1596,1.49,2.56,17.704,18.497,17.9
M032750,0 24 15.11712,-72 5 21.1524,0.273,-0.175,17.963,18.948,18.21
M032756,0 24 13.20732,-72 5 21.1416,0.418,0.241,16.64,18.335,16.94
M032760,0 24 17.05572,-72 5 21.138,-0.389,0.459,18.766,19.86,19.04
M032764,0 24 19.62288,-72 5 21.1344,1.22,0.53,19.651,21.358,19.95
M032765,0 24 14.30208,-72 5 21.1308,0.796,-0.823,18.423,19.398,18.62
M032766,0 24 19.8126,-72 5 21.1308,0.013,0.177,19.54,21.051,19.79
M032775,0 23 46.6944,-72 5 21.1128,0.467,0.366,18.242,18.96,18.41
M032777,0 24 12.90888,-72 5 21.1128,0.0863,-0.101,17.245,18.325,17.45
M032783,0 24 8.96184,-72 5 21.1092,0.719,0.378,19.56,21.172,19.84
M032796,0 24 10.98792,-72 5 21.0876,-0.69,0.566,18.485,19.349,18.62
M032809,0 24 13.4478,-72 5 21.0696,-0.189,0.0966,18.462,19.353,18.62
M032812,0 24 12.16188,-72 5 21.0588,0.505,-0.0213,18.405,19.254,18.54
M032820,0 24 20.0754,-72 5 21.0444,0.0143,1.71,20.194,22.305,20.48
M032829,0 24 6.4782,-72 5 21.0372,-0.0694,0.359,17.903,18.586,17.97
M032836,0 24 5.74848,-72 5 21.0264,0.796,-0.207,17.777,18.471,17.83
M032853,0 23 51.126,-72 5 20.9976,0.947,-0.261,19.494,21.082,19.81
M032856,0 24 19.04256,-72 5 20.994,0.156,0.0138,19.336,21.127,19.83
M032862,0 24 16.28892,-72 5 20.9796,-0.749,-0.153,18.399,19.327,18.6
M032865,0 24 12.46392,-72 5 20.9796,0.501,0.324,19.523,21.362,19.78
M032877,0 23 48.42924,-72 5 20.9616,-1.07,-0.473,19.569,21.01,19.77
M032882,0 23 52.05804,-72 5 20.958,-0.867,-0.377,17.748,18.428,17.91
M032887,0 23 50.35776,-72 5 20.9508,-0.277,-0.154,19.133,20.393,19.36
M032896,0 24 20.75904,-72 5 20.94,-1.19,0.273,18.958,20.077,19.16
M032902,0 23 49.85844,-72 5 20.9292,0.704,-0.604,17.373,18.214,17.57
M032914,0 24 16.70688,-72 5 20.9112,1.52,-0.0964,19.16,20.31,19.3
M032926,0 24 18.29772,-72 5 20.8968,0.216,-0.279,18.032,18.826,18.21
M032929,0 24 9.21852,-72 5 20.8932,-0.788,-0.286,19.303,20.576,19.45
M032930,0 24 6.0084,-72 5 20.8932,0.0935,-1.0,19.448,20.867,19.61
M032931,0 24 15.53292,-72 5 20.8932,0.53,0.738,19.651,21.326,19.91
M032936,0 23 52.61064,-72 5 20.886,1.86,0.412,19.511,21.111,19.71
M032943,0 24 9.58608,-72 5 20.8788,-0.35,-0.162,18.955,20.045,19.03
M032949,0 24 15.86016,-72 5 20.8572,0.244,-0.0608,18.931,20.062,19.17
M032950,0 24 6.86808,-72 5 20.8572,0.748,0.39,17.962,18.678,17.96
M032956,0 24 9.02772,-72 5 20.8536,0.181,0.462,18.073,18.799,18.1
M032968,0 24 16.54632,-72 5 20.832,0.555,0.388,17.233,18.329,17.46
M032984,0 24 10.22256,-72 5 20.814,0.735,-0.289,18.422,19.184,18.45
M032985,0 24 14.48424,-72 5 20.814,0.264,-0.802,17.138,18.264,17.35
M032989,0 24 18.52164,-72 5 20.8104,0.234,-0.557,18.848,19.991,19.11
M033011,0 24 11.66688,-72 5 20.7852,-0.927,0.454,18.902,20.02,19.1
M033017,0 24 19.3482,-72 5 20.7636,-0.816,-0.414,19.344,20.806,19.69
M033033,0 24 12.63564,-72 5 20.742,0.85,-1.65,18.792,19.759,18.82
M033038,0 24 13.91724,-72 5 20.7384,0.349,0.286,17.841,18.755,18.08
M033045,0 24 17.4528,-72 5 20.7348,0.178,-0.331,19.458,21.01,19.72
M033068,0 24 5.34564,-72 5 20.7168,-0.596,0.272,18.593,19.425,18.7
M033076,0 24 14.10516,-72 5 20.706,0.18,0.472,18.257,19.127,18.46
M033079,0 24 16.22088,-72 5 20.7024,0.468,0.315,18.356,19.169,18.52
M033086,0 24 10.4058,-72 5 20.6952,-0.949,0.449,18.507,19.353,18.65
M033089,0 24 15.0516,-72 5 20.6916,-0.237,1.07,17.725,18.466,17.87
M033095,0 24 5.66352,-72 5 20.6844,-0.645,-0.302,19.822,21.312,19.84
M033097,0 24 10.29168,-72 5 20.6808,2.36,-0.166,19.831,21.509,20.05
M033102,0 23 50.54532,-72 5 20.6664,1.4,0.0528,17.82,18.518,17.98
M033108,0 24 11.09232,-72 5 20.6556,0.0105,-1.32,18.798,19.944,19.01
M033114,0 23 50.26668,-72 5 20.652,-0.132,0.715,18.581,19.513,18.79
M033120,0 23 50.10252,-72 5 20.6448,-0.943,-0.433,17.449,18.266,17.64
M033123,0 24 17.52552,-72 5 20.6412,0.882,-0.0226,19.835,21.679,20.11
M033130,0 24 12.97908,-72 5 20.6304,0.232,0.775,19.088,20.449,19.34
M033138,0 24 20.56824,-72 5 20.6232,-0.421,0.154,19.03,20.189,19.25
M033142,0 24 18.972,-72 5 20.616,0.215,0.904,18.161,18.962,18.32
M033149,0 24 16.01604,-72 5 20.6124,-0.879,0.432,17.227,18.25,17.44
M033156,0 24 9.64944,-72 5 20.6088,-0.0944,-0.313,17.281,18.243,17.46
M033161,0 24 20.232,-72 5 20.6016,-0.148,0.18,19.173,20.442,19.41
M033164,0 23 50.82576,-72 5 20.5944,0.769,1.12,19.028,20.333,19.34
M033166,0 24 16.70832,-72 5 20.5908,0.194,-0.484,18.872,19.866,19.02
M033185,0 23 51.88128,-72 5 20.5692,-0.711,-0.375,17.542,18.309,17.71
M033194,0 24 5.994,-72 5 20.562,-1.09,0.243,18.759,19.637,18.78
M033196,0 24 5.43312,-72 5 20.5584,-0.416,0.979,18.403,19.145,18.49
M033206,0 24 18.3726,-72 5 20.544,-0.0568,-0.197,17.819,18.554,17.98
M033211,0 24 8.75484,-72 5 20.5368,-1.21,-0.787,19.942,21.603,19.95
M033227,0 24 12.09996,-72 5 20.5188,0.0297,0.0995,17.646,18.435,17.79
M033247,0 24 12.3282,-72 5 20.4936,0.63,0.678,18.729,19.695,18.89
M033251,0 24 7.1478,-72 5 20.4864,-1.36,0.999,19.481,20.765,19.6
M033264,0 24 16.59888,-72 5 20.4684,0.465,-0.247,19.646,21.13,19.8
M033270,0 24 8.22564,-72 5 20.4612,-0.26,-0.00155,17.162,18.309,17.37
M033272,0 24 20.4462,-72 5 20.4612,0.719,-0.792,17.326,18.626,17.56
M033281,0 23 53.02464,-72 5 20.4468,-0.721,-0.296,17.938,18.658,18.1
M033309,0 24 18.8208,-72 5 20.4036,-1.68,0.218,19.728,21.817,20.09
M033314,0 23 52.50372,-72 5 20.3964,0.806,0.0708,19.659,21.393,19.92
M033329,0 24 19.72692,-72 5 20.3784,1.26,-0.212,20.098,22.109,20.38
M033331,0 24 10.47492,-72 5 20.3748,-0.137,-0.107,19.147,20.576,19.35
M033336,0 23 48.05844,-72 5 20.3676,0.339,0.567,18.619,19.579,18.82
M033339,0 24 8.08632,-72 5 20.364,-0.337,-0.567,18.717,19.686,18.86
M033346,0 24 14.2182,-72 5 20.3532,0.876,0.707,19.659,21.131,19.89
M033372,0 24 11.32488,-72 5 20.3136,-0.169,-0.328,17.918,18.618,18.03
M033387,0 23 52.8108,-72 5 20.3028,-0.0691,-1.34,17.144,18.313,17.4
M033391,0 24 12.71772,-72 5 20.2992,0.0578,0.471,17.425,18.273,17.6
M033403,0 24 7.40448,-72 5 20.2848,-0.443,1.61,18.815,20.155,19.1
M033417,0 24 8.54424,-72 5 20.2668,0.443,-0.0422,19.847,21.478,19.91
M033424,0 23 49.62768,-72 5 20.2596,-0.339,0.0197,18.747,19.76,18.98
M033426,0 24 7.53912,-72 5 20.256,0.423,0.47,17.176,18.003,17.35
M033429,0 24 5.35212,-72 5 20.2488,-1.2,0.516,19.173,20.51,19.38
M033435,0 24 11.44512,-72 5 20.238,1.09,-0.817,17.02,18.63,17.3
M033436,0 23 52.09692,-72 5 20.2344,0.846,-0.551,19.335,20.665,19.52
M033441,0 23 47.46192,-72 5 20.2308,0.092,0.0346,18.957,20.086,19.2
M033451,0 24 13.0482,-72 5 20.2164,-0.235,-0.29,18.637,19.586,18.77
M033461,0 24 14.61924,-72 5 20.2056,-0.325,-0.83,19.768,21.539,20.05
M033463,0 24 9.67824,-72 5 20.2056,-0.0299,-0.154,19.138,20.32,19.25
M033473,0 24 19.5984,-72 5 20.1948,-0.485,0.00517,18.958,20.138,19.18
M033475,0 24 16.11396,-72 5 20.1876,0.151,-0.595,19.17,20.497,19.41
M033489,0 24 18.32544,-72 5 20.1588,-0.859,0.718,18.779,19.969,19.05
M033493,0 24 11.09196,-72 5 20.1552,-0.737,-0.215,18.037,18.81,18.14
M033499,0 24 18.43668,-72 5 20.148,-0.0724,1.09,18.308,19.126,18.48
M033516,0 24 8.71236,-72 5 20.1336,-0.367,-0.206,17.493,18.422,17.76
M033518,0 24 19.82268,-72 5 20.13,-0.0907,-0.3,18.788,19.791,18.99
M033523,0 24 17.25372,-72 5 20.1264,-0.55,0.507,19.24,20.568,19.48
M033527,0 24 9.01908,-72 5 20.1192,0.998,-0.357,18.676,19.489,18.66
M033530,0 24 6.00768,-72 5 20.1156,1.15,0.244,18.861,19.778,18.95
M033541,0 24 11.00088,-72 5 20.1048,-0.0672,0.571,18.68,19.478,18.7
M033565,0 24 10.0638,-72 5 20.0688,-0.575,-0.217,19.36,20.619,19.48
M033568,0 24 8.31384,-72 5 20.0688,0.267,-1.27,18.03,18.823,18.18
M033579,0 24 10.74708,-72 5 20.0544,-1.47,0.52,19.55,20.919,19.65
M033592,0 24 11.19744,-72 5 20.0364,-0.993,-0.509,17.945,18.771,18.1
M033597,0 24 17.94132,-72 5 20.0364,-0.98,-0.997,18.011,18.783,18.19
M033607,0 24 15.9714,-72 5 20.022,-1.08,0.0578,19.243,20.546,19.44
M033612,0 24 10.30896,-72 5 20.0148,-1.98,-0.427,19.81,21.517,20.03
M033613,0 23 51.60696,-72 5 20.0112,-0.722,0.0614,18.275,19.129,18.44
M033621,0 24 13.54932,-72 5 20.0004,-0.0898,-0.105,17.249,18.152,17.51
M033626,0 24 14.9382,-72 5 19.9968,1.66,-0.0223,18.413,19.383,18.63
M033630,0 24 18.85104,-72 5 19.9932,0.86,-0.325,18.793,19.817,19.0
M033633,0 23 51.9522,-72 5 19.9896,-0.897,0.251,18.483,19.394,18.62
M033636,0 24 19.5408,-72 5 19.986,-1.38,3.12,20.223,22.251,20.42
M033678,0 23 52.79712,-72 5 19.932,0.237,0.739,17.505,18.388,17.75
M033679,0 24 20.36736,-72 5 19.932,0.364,1.28,19.579,21.09,19.85
M033680,0 24 12.07404,-72 5 19.932,-0.609,1.29,19.387,20.746,19.53
M033695,0 24 9.86076,-72 5 19.914,-0.0669,1.6,19.704,21.302,19.72
M033700,0 24 16.89552,-72 5 19.9104,0.738,-0.617,18.809,19.819,18.99
M033701,0 24 18.97128,-72 5 19.9104,-0.353,0.421,18.872,19.906,19.08
M033708,0 23 52.88136,-72 5 19.9068,0.547,-0.432,18.478,19.356,18.6
M033712,0 24 10.48572,-72 5 19.9032,1.41,0.996,19.004,20.065,19.08
M033723,0 24 5.46984,-72 5 19.896,-0.56,-0.453,17.762,18.432,17.78
M033735,0 23 48.16068,-72 5 19.8708,0.64,-0.713,18.902,19.826,19.01
M033744,0 24 13.85208,-72 5 19.8636,0.144,0.444,18.86,19.912,19.04
M033755,0 23 53.3076,-72 5 19.8528,-0.996,-0.64,18.162,18.909,18.2
M033758,0 24 10.83888,-72 5 19.8528,0.719,-1.2,17.833,18.63,18.01
M033759,0 24 17.78472,-72 5 19.8492,0.69,-1.0,18.628,19.584,18.83
M033775,0 24 13.1724,-72 5 19.8204,0.768,-0.0568,17.998,18.793,18.14
M033783,0 24 14.19336,-72 5 19.8096,-0.45,0.793,18.863,19.994,19.08
M033786,0 23 50.83584,-72 5 19.806,0.0803,-0.961,18.701,19.769,18.94
M033787,0 24 11.6136,-72 5 19.8024,0.191,0.288,17.791,18.554,17.97
M033791,0 24 14.71788,-72 5 19.7988,0.395,-0.216,17.342,18.226,17.55
M033795,0 23 47.0706,-72 5 19.7952,-0.837,-0.345,19.472,20.923,19.75
M033804,0 24 14.42484,-72 5 19.7844,-0.562,0.355,18.878,19.971,19.08
M033808,0 24 8.49636,-72 5 19.7736,-0.255,-0.607,17.238,18.246,17.47
M033809,0 24 8.16444,-72 5 19.7736,-0.254,-0.92,19.013,20.048,19.11
M033812,0 23 52.2744,-72 5 19.77,0.319,1.43,17.647,18.393,17.82
M033817,0 24 12.7008,-72 5 19.7628,-0.744,-0.228,20.288,22.22,20.46
M033819,0 24 14.58396,-72 5 19.7628,0.334,0.721,19.67,21.324,19.89
M033823,0 24 18.01008,-72 5 19.7592,-0.295,-0.522,17.321,18.257,17.52
M033833,0 24 13.66236,-72 5 19.734,0.198,0.147,17.449,18.274,17.61
M033839,0 24 9.75744,-72 5 19.7268,0.28,0.0509,18.519,19.406,18.63
M033848,0 24 11.43792,-72 5 19.7124,0.266,-0.342,18.038,18.797,18.17
M033850,0 24 14.7996,-72 5 19.7088,0.205,0.359,17.754,18.457,17.92
M033858,0 24 11.34792,-72 5 19.7016,0.498,2.53,20.057,22.083,20.32
M033869,0 23 52.46196,-72 5 19.6872,0.248,0.392,18.872,19.942,19.07
M033889,0 24 16.30692,-72 5 19.662,0.395,0.47,17.996,18.722,18.12
M033891,0 24 11.85444,-72 5 19.662,-1.49,-0.417,19.095,20.339,19.29
M033898,0 24 16.74576,-72 5 19.6512,0.143,-0.567,19.637,21.067,19.83
M033905,0 24 20.08368,-72 5 19.644,-0.0103,-0.144,19.971,21.882,20.26
M033908,0 23 49.23204,-72 5 19.6404,1.01,0.135,19.26,20.537,19.44
M033914,0 24 6.336,-72 5 19.6332,-0.562,-0.905,18.669,19.622,18.78
M033916,0 23 50.42544,-72 5 19.6296,0.0749,-0.126,17.935,18.691,18.12
M033918,0 24 10.08864,-72 5 19.6296,0.615,0.0776,18.19,19.195,18.31
M033942,0 24 18.6984,-72 5 19.5972,-0.303,0.0301,19.002,20.138,19.23
M033958,0 24 12.75408,-72 5 19.5828,-0.267,0.448,18.635,19.604,18.79
M033960,0 24 9.63864,-72 5 19.5792,0.139,-0.778,17.454,18.241,17.51
M033964,0 23 50.99424,-72 5 19.572,-0.238,-0.393,19.406,20.767,19.65
M033967,0 24 10.67328,-72 5 19.572,0.659,0.622,17.722,18.513,17.68
M033974,0 24 13.1022,-72 5 19.5648,-0.37,0.341,18.425,19.191,18.47
M033975,0 24 12.18852,-72 5 19.5612,0.608,1.43,19.465,20.84,19.59
M033977,0 23 49.77564,-72 5 19.5612,-0.824,-0.557,17.416,18.176,17.59
M033987,0 24 15.63372,-72 5 19.5432,0.883,-1.0,16.746,18.398,17.06
M033991,0 24 14.877,-72 5 19.5396,0.328,-1.1,17.551,18.356,17.72
M033998,0 24 8.88588,-72 5 19.5324,0.513,0.175,18.281,19.063,18.39
M034005,0 23 47.39568,-72 5 19.5216,-0.309,0.442,18.386,19.196,18.6
M034012,0 24 11.079,-72 5 19.5108,-0.233,-0.247,17.786,18.669,18.0
M034018,0 24 19.42236,-72 5 19.5072,0.6,0.253,19.294,20.608,19.45
M034022,0 24 7.7148,-72 5 19.5,-0.177,-0.337,18.282,19.037,18.34
M034024,0 23 53.20428,-72 5 19.4964,-0.961,-0.148,17.881,18.611,18.03
M034027,0 23 51.34128,-72 5 19.4928,-0.249,1.45,18.028,18.814,18.23
M034046,0 23 50.7462,-72 5 19.4676,-0.037,-0.474,19.006,20.199,19.26
M034047,0 23 47.60556,-72 5 19.4676,0.309,-0.938,18.105,18.91,18.35
M034066,0 24 5.4522,-72 5 19.4496,-0.418,-0.352,17.946,18.63,18.02
M034069,0 24 8.43876,-72 5 19.4496,-0.715,0.367,19.367,20.442,19.31
M034076,0 23 48.71364,-72 5 19.4388,-0.0327,-0.329,17.966,18.723,18.14
M034079,0 24 7.94592,-72 5 19.4388,1.01,-0.658,17.496,18.2,17.62
M034106,0 24 12.2706,-72 5 19.4064,-0.508,1.28,19.193,20.762,19.57
M034110,0 24 10.33704,-72 5 19.4064,0.381,0.0143,17.643,18.41,17.76
M034118,0 24 18.1638,-72 5 19.3956,0.191,-0.283,19.865,21.868,20.21
M034122,0 24 8.1144,-72 5 19.3884,-0.904,0.656,18.493,19.305,18.56
M034129,0 24 14.55156,-72 5 19.3776,-1.27,-2.5,19.517,20.972,19.83
M034133,0 23 46.70592,-72 5 19.374,0.708,0.548,17.245,18.274,17.5
M034139,0 24 18.90288,-72 5 19.3668,-0.355,-0.56,17.981,18.743,18.13
M034152,0 24 14.14008,-72 5 19.3524,0.351,-0.961,19.419,20.906,19.64
M034155,0 23 53.32776,-72 5 19.3524,-1.17,0.996,18.944,20.059,19.1
M034161,0 23 52.04652,-72 5 19.3416,-0.0144,0.66,18.656,19.505,18.78
M034163,0 23 53.50524,-72 5 19.338,-0.856,0.215,18.27,19.256,18.48
M034164,0 24 12.67992,-72 5 19.338,-0.583,0.403,20.113,22.278,20.4
M034179,0 23 48.45012,-72 5 19.32,0.619,0.475,17.728,18.447,17.9
M034192,0 24 10.74888,-72 5 19.2948,0.298,-0.661,18.174,18.979,18.33
M034197,0 23 50.16696,-72 5 19.2876,1.66,-1.1,19.657,21.256,19.92
M034205,0 24 5.74092,-72 5 19.2732,-0.549,0.614,19.742,21.288,19.98
M034207,0 23 49.1622,-72 5 19.2696,0.433,-0.263,18.269,19.161,18.48
M034221,0 24 17.23212,-72 5 19.2552,-0.43,0.585,17.578,18.374,17.76
M034225,0 23 52.8774,-72 5 19.2516,0.385,0.0329,17.435,18.255,17.62
M034233,0 24 14.43636,-72 5 19.2372,0.555,-0.988,17.885,18.661,18.04
M034253,0 24 14.6106,-72 5 19.2084,-0.905,-0.532,17.276,18.381,17.49
M034265,0 23 49.71012,-72 5 19.1904,0.682,0.0336,17.297,18.18,17.5
M034279,0 24 10.96848,-72 5 19.176,0.127,0.395,17.906,18.634,18.05
M034284,0 24 11.9448,-72 5 19.1724,0.393,2.17,18.808,19.86,18.94
M034287,0 23 52.20204,-72 5 19.1688,-0.808,-0.802,17.233,18.105,17.45
M034288,0 24 15.50556,-72 5 19.1652,-0.295,0.166,18.64,19.605,18.8
M034295,0 23 47.95368,-72 5 19.1616,-0.671,0.947,17.186,18.555,17.48
M034303,0 24 13.83156,-72 5 19.1472,-0.758,-0.777,18.205,19.117,18.44
M034314,0 23 51.11088,-72 5 19.1328,-0.411,-0.705,19.224,20.492,19.39
M034315,0 24 8.86104,-72 5 19.1328,0.0729,0.725,18.499,19.334,18.62
M034325,0 24 15.92928,-72 5 19.122,0.0522,-0.381,18.648,19.606,18.83
M034326,0 24 20.41704,-72 5 19.1184,0.356,0.307,19.226,20.538,19.46
M034331,0 24 12.60864,-72 5 19.1112,-0.669,-1.43,18.745,19.745,18.9
M034332,0 24 20.2428,-72 5 19.1076,0.557,-0.702,16.491,18.161,16.82
M034338,0 24 11.40516,-72 5 19.104,1.38,1.14,17.373,18.232,17.53
M034339,0 23 51.4248,-72 5 19.1004,-0.0813,0.425,19.186,20.478,19.41
M034341,0 24 7.63056,-72 5 19.1004,-0.6,-0.085,18.843,19.604,18.88
M034354,0 24 7.32096,-72 5 19.086,0.505,0.286,18.285,19.379,18.49
M034360,0 24 18.11448,-72 5 19.0716,0.568,0.818,19.833,21.504,19.93
M034364,0 24 13.67136,-72 5 19.0644,-1.11,-0.0535,18.321,19.2,18.47
M034380,0 24 5.48352,-72 5 19.0392,-1.84,-0.549,19.75,21.178,19.78
M034386,0 24 16.69752,-72 5 19.032,-0.819,0.799,18.014,18.827,18.22
M034387,0 24 18.78876,-72 5 19.0284,-0.157,1.27,18.86,19.854,19.04
M034388,0 24 8.0496,-72 5 19.0284,-0.396,0.154,20.059,21.736,20.17
M034390,0 23 46.941,-72 5 19.0248,-1.39,-1.01,19.226,20.522,19.47
M034394,0 24 19.50984,-72 5 19.0176,0.157,-2.17,19.29,20.484,19.34
M034399,0 23 53.7324,-72 5 19.014,-0.0103,0.144,19.423,20.905,19.63
M034434,0 24 14.22612,-72 5 18.9708,0.543,0.00993,18.781,19.862,18.99
M034437,0 24 6.5916,-72 5 18.9672,0.21,-0.0195,17.24,18.285,17.44
M034440,0 24 13.27572,-72 5 18.96,-0.168,-0.0832,18.391,19.29,18.53
M034443,0 23 52.37268,-72 5 18.9564,0.614,0.458,17.868,18.625,18.07
M034446,0 24 13.3974,-72 5 18.9528,-0.184,0.0529,17.352,18.206,17.52
M034448,0 23 48.73704,-72 5 18.9528,-0.874,-0.417,16.973,18.403,17.27
M034452,0 23 53.16828,-72 5 18.9456,-0.217,0.384,18.887,19.99,19.1
M034459,0 24 6.50016,-72 5 18.9384,-0.228,0.156,19.162,20.29,19.15
M034465,0 24 20.64096,-72 5 18.924,0.475,0.972,19.983,21.851,20.24
M034466,0 24 12.90096,-72 5 18.924,-0.404,0.168,19.571,21.109,19.74
M034467,0 24 15.2442,-72 5 18.924,-1.16,-0.359,18.778,19.84,18.98
M034473,0 24 17.47656,-72 5 18.9204,-0.0727,-0.159,18.615,19.556,18.83
M034475,0 23 52.61388,-72 5 18.9204,0.263,-0.201,18.891,20.029,19.14
M034481,0 24 14.10156,-72 5 18.9132,-1.28,0.469,18.335,19.123,18.48
M034489,0 24 13.11984,-72 5 18.906,0.063,-0.922,18.742,19.78,18.87
M034514,0 24 9.37296,-72 5 18.8808,0.0178,1.83,20.33,22.36,20.45
M034531,0 24 16.98696,-72 5 18.8628,0.353,0.867,18.568,19.517,18.78
M034537,0 24 13.56048,-72 5 18.8556,0.21,-0.466,18.8,20.103,19.01
M034541,0 24 17.87472,-72 5 18.8448,-0.00412,0.549,18.191,18.96,18.36
M034551,0 23 51.49176,-72 5 18.8304,-0.0923,-0.478,19.329,20.74,19.57
M034555,0 24 18.65844,-72 5 18.8268,-0.605,0.0985,18.263,19.093,18.44
M034560,0 24 9.51408,-72 5 18.816,0.158,0.845,19.919,21.716,20.12
M034565,0 24 5.15304,-72 5 18.8124,0.337,0.393,18.45,19.382,18.6
M034570,0 23 49.79112,-72 5 18.8088,-0.0787,0.166,17.992,18.748,18.19
M034572,0 24 17.77572,-72 5 18.8088,-0.385,-0.305,19.169,20.464,19.29
M034583,0 24 11.51604,-72 5 18.7872,0.0282,0.307,17.216,18.077,17.4
M034591,0 24 5.52924,-72 5 18.7728,0.119,0.384,19.068,20.065,19.1
M034597,0 24 16.10244,-72 5 18.7692,-0.728,-0.489,17.846,18.587,18.03
M034599,0 23 53.80908,-72 5 18.7656,0.431,-1.73,19.132,20.295,19.31
M034611,0 24 5.74776,-72 5 18.7512,-0.201,-0.406,18.535,19.506,18.65
M034612,0 23 49.91964,-72 5 18.7512,-1.48,-0.271,18.608,19.558,18.82
M034613,0 23 46.5342,-72 5 18.7512,-0.984,-0.338,19.87,21.561,20.11
M034618,0 24 6.75828,-72 5 18.744,0.0367,-0.309,19.781,21.445,19.95
M034621,0 24 13.06332,-72 5 18.7404,-0.685,0.0812,19.418,20.848,19.57
M034625,0 23 46.83012,-72 5 18.7368,0.139,-0.639,19.544,20.929,19.76
M034637,0 24 10.08648,-72 5 18.7224,-1.02,0.591,19.752,21.137,19.68
M034661,0 24 10.3734,-72 5 18.69,0.342,-0.281,17.955,18.604,17.94
M034666,0 23 51.38232,-72 5 18.69,0.377,0.602,18.114,18.905,18.29
M034673,0 24 11.63484,-72 5 18.6756,-0.609,0.363,17.824,18.589,17.94
M034674,0 24 12.95388,-72 5 18.6756,1.17,0.203,18.056,18.844,18.15
M034677,0 24 16.63776,-72 5 18.6684,0.581,-1.25,18.226,19.1,18.42
M034680,0 23 47.18796,-72 5 18.6684,0.836,-0.274,19.481,20.816,19.76
M034686,0 24 7.78032,-72 5 18.6612,0.506,-0.123,19.413,20.705,19.48
M034691,0 23 50.33076,-72 5 18.654,-0.865,-0.157,18.16,18.945,18.35
M034697,0 24 11.96136,-72 5 18.6504,0.283,-0.474,18.928,20.075,19.12
M034713,0 24 9.74304,-72 5 18.6288,-1.88,0.452,18.347,19.131,18.48
M034720,0 24 11.79972,-72 5 18.6216,0.111,-0.709,17.426,18.344,17.62
M034721,0 23 50.97048,-72 5 18.6216,0.534,-0.552,17.942,18.724,18.14
M034727,0 23 51.63972,-72 5 18.6108,-0.205,0.114,19.861,21.506,20.07
M034733,0 24 10.908,-72 5 18.6072,0.0807,-0.0906,19.237,20.448,19.34
M034737,0 24 6.48036,-72 5 18.6,-1.45,0.172,17.965,18.82,18.1
M034748,0 23 52.86768,-72 5 18.5892,0.74,-1.12,18.555,19.694,18.89
M034751,0 24 8.99352,-72 5 18.582,0.318,-0.0652,18.833,19.922,18.99
M034759,0 24 12.25872,-72 5 18.5748,-0.649,0.26,18.822,19.861,19.02
M034777,0 24 16.299,-72 5 18.5604,-0.546,0.0511,19.322,20.691,19.45
M034786,0 24 6.11208,-72 5 18.5532,0.242,0.803,17.492,18.261,17.7
M034787,0 23 53.70036,-72 5 18.5532,1.04,0.177,18.337,19.208,18.5
M034792,0 24 14.47596,-72 5 18.5424,-0.391,1.46,19.671,21.273,19.81
M034803,0 24 13.63392,-72 5 18.5316,0.0191,-0.456,19.361,20.851,19.53
M034812,0 23 53.60316,-72 5 18.5208,0.661,-0.0365,17.486,18.368,17.68
M034821,0 23 48.96456,-72 5 18.51,0.715,-0.3,19.9,21.753,20.21
M034829,0 24 9.62784,-72 5 18.5028,-1.53,0.842,19.833,21.595,20.05
M034833,0 24 5.6088,-72 5 18.4956,0.872,-0.0663,17.886,18.648,17.92
M034842,0 24 6.9948,-72 5 18.4884,-0.193,-0.122,19.028,20.077,19.2
M034848,0 23 52.0782,-72 5 18.4812,-0.603,0.436,17.295,18.187,17.48
M034853,0 24 15.41088,-72 5 18.4704,-0.549,0.831,19.32,21.356,19.63
M034856,0 23 50.58348,-72 5 18.4668,0.0212,-0.522,19.781,21.537,20.07
M034864,0 24 16.37892,-72 5 18.4596,-0.88,0.37,17.386,18.206,17.55
M034873,0 24 7.14276,-72 5 18.4488,-0.273,0.935,19.337,20.604,19.46
M034874,0 24 6.6978,-72 5 18.4488,-0.012,1.09,19.039,20.128,19.14
M034877,0 24 17.54928,-72 5 18.4488,-0.507,-0.737,17.942,18.704,18.09
M034889,0 24 13.56624,-72 5 18.4272,0.0375,-0.132,19.803,21.486,19.99
M034902,0 24 10.42776,-72 5 18.4164,-0.898,0.776,17.94,18.702,18.06
M034920,0 24 18.98892,-72 5 18.3984,0.0142,-0.092,18.728,19.707,18.93
M034932,0 23 46.96188,-72 5 18.384,-0.405,-0.232,17.495,18.246,17.7
M034947,0 24 18.21348,-72 5 18.366,-0.569,0.354,18.681,19.686,18.95
M034950,0 24 11.20968,-72 5 18.3624,1.66,0.323,18.024,18.933,18.25
M034955,0 23 52.56096,-72 5 18.3552,0.606,-0.519,19.639,21.368,19.98
